Code;Description;OrgCode
752;Deficiency in treatment;DHLTH
753;Non-availability of appointment;DHLTH
754;Long waiting period;DHLTH
755;Misbehaviour by staff;DHLTH
756;Insufficient space in waiting area;DHLTH
757;Lack of facilities in OPD;DHLTH
758;Financial difficulties;DHLTH
759;Other;DHLTH
760;Deficiency in treatment;DHLTH
761;Non-availability of appointment;DHLTH
762;Long waiting period;DHLTH
763;Misbehaviour by staff;DHLTH
764;Insufficient space in waiting area;DHLTH
765;Lack of facilities in OPD;DHLTH
766;Financial difficulties;DHLTH
767;Other;DHLTH
768;Deficiency in treatment;DHLTH
769;Non-availability of appointment;DHLTH
770;Long waiting period;DHLTH
771;Misbehaviour by staff;DHLTH
772;Insufficient space in waiting area;DHLTH
773;Lack of facilities in OPD;DHLTH
774;Financial difficulties;DHLTH
775;Other;DHLTH
776;Counselling/ Admission related matters;DHLTH
777;AIIMS exam related matters;DHLTH
778;Fees related matters;DHLTH
779;Other;DHLTH
780;Counselling/ Admission related matters;DHLTH
781;AIIMS exam related matters;DHLTH
782;Fees related matters;DHLTH
783;Other;DHLTH
784;Counselling/ Admission related matters;DHLTH
785;AIIMS exam related matters;DHLTH
786;Fees related matters;DHLTH
787;Other;DHLTH
788;Counselling/ Admission related matters;DHLTH
789;AIIMS exam related matters;DHLTH
790;Fees related matters;DHLTH
791;Other;DHLTH
792;Counselling/ Admission related matters;DHLTH
793;AIIMS exam related matters;DHLTH
794;Fees related matters;DHLTH
795;Other;DHLTH
796;Counselling/ Admission related matters;DHLTH
797;AIIMS exam related matters;DHLTH
798;Fees related matters;DHLTH
799;Other;DHLTH
800;Counselling/ Admission related matters;DHLTH
801;AIIMS exam related matters;DHLTH
802;Fees related matters;DHLTH
803;Other;DHLTH
804;Regular appointment;DHLTH
805;Contractual/ Outsourced;DHLTH
806;Recruitment exam related;DHLTH
807;Other;DHLTH
808;Regular appointment;DHLTH
809;Contractual/ Outsourced;DHLTH
810;Recruitment exam related;DHLTH
811;Other;DHLTH
812;Regular appointment;DHLTH
813;Contractual/ Outsourced;DHLTH
814;Recruitment exam related;DHLTH
815;Other;DHLTH
816;Regular appointment;DHLTH
817;Contractual/ Outsourced;DHLTH
818;Recruitment exam related;DHLTH
819;Other;DHLTH
820;Regular appointment;DHLTH
821;Contractual/ Outsourced;DHLTH
822;Recruitment exam related;DHLTH
823;Other;DHLTH
824;Regular appointment;DHLTH
825;Contractual/ Outsourced;DHLTH
826;Recruitment exam related;DHLTH
827;Other;DHLTH
828;Regular appointment;DHLTH
829;Contractual/ Outsourced;DHLTH
830;Recruitment exam related;DHLTH
831;Other;DHLTH
832;Pre Tender Grievances;DHLTH
833;Post Tender Grievances;DHLTH
834;Local Purchase;DHLTH
835;GeM;DHLTH
836;Other;DHLTH
837;Pre Tender Grievances;DHLTH
838;Post Tender Grievances;DHLTH
839;Local Purchase;DHLTH
840;GeM;DHLTH
841;Other;DHLTH
842;Pre Tender Grievances;DHLTH
843;Post Tender Grievances;DHLTH
844;Local Purchase;DHLTH
845;GeM;DHLTH
846;Other;DHLTH
847;Pre Tender Grievances;DHLTH
848;Post Tender Grievances;DHLTH
849;Local Purchase;DHLTH
850;GeM;DHLTH
851;Other;DHLTH
852;Pre Tender Grievances;DHLTH
853;Post Tender Grievances;DHLTH
854;Local Purchase;DHLTH
855;GeM;DHLTH
856;Other;DHLTH
857;Pre Tender Grievances;DHLTH
858;Post Tender Grievances;DHLTH
859;Local Purchase;DHLTH
860;GeM;DHLTH
861;Other;DHLTH
862;Pre Tender Grievances;DHLTH
863;Post Tender Grievances;DHLTH
864;Local Purchase;DHLTH
865;GeM;DHLTH
866;Other;DHLTH
867;Patient Care;DHLTH
868;Recruitment Related;DHLTH
869;Pension Related;DHLTH
870;Other;DHLTH
871;Patient Care;DHLTH
872;Recruitment Related;DHLTH
873;Pension Related;DHLTH
874;Other;DHLTH
875;Patient Care;DHLTH
876;Recruitment Related;DHLTH
877;Pension Related;DHLTH
878;Other;DHLTH
879;Patient Care;DHLTH
880;Recruitment Related;DHLTH
881;Pension Related;DHLTH
882;Other;DHLTH
883;Patient Care;DHLTH
884;Recruitment Related;DHLTH
885;Pension Related;DHLTH
886;Other;DHLTH
887;Patient Care;DHLTH
888;Recruitment Related;DHLTH
889;Pension Related;DHLTH
890;Other;DHLTH
891;Patient Care;DHLTH
892;Recruitment Related;DHLTH
893;Pension Related;DHLTH
894;Other;DHLTH
895;Deficiency in treatments;DHLTH
896;Misbehaviour by staff;DHLTH
897;Lack of facilities in OPD;DHLTH
898;Long waiting period;DHLTH
899;Non-availability of beds;DHLTH
900;Non-availability of medical equipment;DHLTH
901;Other;DHLTH
902;Deficiency in treatments;DHLTH
903;Misbehaviour by staff;DHLTH
904;Lack of facilities in OPD;DHLTH
905;Long waiting period;DHLTH
906;Non-availability of beds;DHLTH
907;Non-availability of medical equipment;DHLTH
908;Other;DHLTH
909;Deficiency in treatments;DHLTH
910;Misbehaviour by staff;DHLTH
911;Lack of facilities in OPD;DHLTH
912;Long waiting period;DHLTH
913;Non-availability of beds;DHLTH
914;Non-availability of medical equipment;DHLTH
915;Other;DHLTH
916;Deficiency in treatments;DHLTH
917;Misbehaviour by staff;DHLTH
918;Lack of facilities in OPD;DHLTH
919;Long waiting period;DHLTH
920;Non-availability of beds;DHLTH
921;Non-availability of medical equipment;DHLTH
922;Other;DHLTH
923;Deficiency in treatments;DHLTH
924;Misbehaviour by staff;DHLTH
925;Lack of facilities in OPD;DHLTH
926;Long waiting period;DHLTH
927;Non-availability of beds;DHLTH
928;Non-availability of medical equipment;DHLTH
929;Other;DHLTH
930;Deficiency in treatments;DHLTH
931;Misbehaviour by staff;DHLTH
932;Lack of facilities in OPD;DHLTH
933;Long waiting period;DHLTH
934;Non-availability of beds;DHLTH
935;Non-availability of medical equipment;DHLTH
936;Other;DHLTH
937;Deficiency in treatments;DHLTH
938;Misbehaviour by staff;DHLTH
939;Lack of facilities in OPD;DHLTH
940;Long waiting period;DHLTH
941;Non-availability of beds;DHLTH
942;Non-availability of medical equipment;DHLTH
943;Other;DHLTH
944;Job on compassionate ground;DHLTH
945;Promotion  related matter;DHLTH
946;Recruitment exam related;DHLTH
947;Other;DHLTH
948;Job on compassionate ground;DHLTH
949;Promotion  related matter;DHLTH
950;Recruitment exam related;DHLTH
951;Other;DHLTH
952;Job on compassionate ground;DHLTH
953;Promotion  related matter;DHLTH
954;Recruitment exam related;DHLTH
955;Other;DHLTH
956;Job on compassionate ground;DHLTH
957;Promotion  related matter;DHLTH
958;Recruitment exam related;DHLTH
959;Other;DHLTH
960;Job on compassionate ground;DHLTH
961;Promotion  related matter;DHLTH
962;Recruitment exam related;DHLTH
963;Other;DHLTH
964;Job on compassionate ground;DHLTH
965;Promotion  related matter;DHLTH
966;Recruitment exam related;DHLTH
967;Other;DHLTH
968;Job on compassionate ground;DHLTH
969;Promotion  related matter;DHLTH
970;Recruitment exam related;DHLTH
971;Other;DHLTH
972;Quality of Medicines;DHLTH
973;Shortage of Medicines;DHLTH
974;Medical Store Related;DHLTH
975;Import Related;DHLTH
976;Clinical Trial;DHLTH
977;AMRIT Pharmacy Stores;DHLTH
978;Allegation of Malpractice;DHLTH
979;Suggestions;DHLTH
980;Other;DHLTH
981;Quality of Drugs;DHLTH
982;Quality of Medical Devices;DHLTH
983;Quality of Cosmetics;DHLTH
984;Other;DHLTH
985;Working without Valid License;DHLTH
986;Supply of Medicine in Absence of Pharmacist;DHLTH
987;Improper Storage of Medicine;DHLTH
988;Sale of banned medicines;DHLTH
989;Substitution of Prescribed Medicine;DHLTH
990;Other;DHLTH
991;Import of Drugs;DHLTH
992;Import of Cosmetics;DHLTH
993;Import of Drugs for Personal Use;DHLTH
994;Other;DHLTH
995;Unethical Clinical Trial;DHLTH
996;Permission for Enrolment in Clinical Trial on Compassionate Ground;DHLTH
997;Other;DHLTH
998;Hospital Services;DHLTH
999;Non-availability of Medicines;DHLTH
1000;Poor Infrastructure;DHLTH
1001;CGHS Cards;DHLTH
1002;Medical Reimbursement Claims;DHLTH
1003;Employee Related;DHLTH
1004;Allegation of corruption;DHLTH
1005;Suggestions;DHLTH
1006;Other;DHLTH
1007;Refusal of admission;DHLTH
1008;Deficiency in treatment;DHLTH
1009;Misbehaviour by staff;DHLTH
1010;Allegations of Medical negligence;DHLTH
1011;Other;DHLTH
1012;Cards not received;DHLTH
1013;Error in cards;DHLTH
1014;Transfer of cards;DHLTH
1015;Other;DHLTH
1016;Request for full reimbursement;DHLTH
1017;Delay in settlement of claims;DHLTH
1018;Deductions are more;DHLTH
1019;Other;DHLTH
1020;Pension Matter;DHLTH
1021;Other;DHLTH
1022;Domicile Criteria in NEET;DHLTH
1023;Non-allocation of seats in colleges as per rank obtained;DHLTH
1024;Refund of security amount not in time;DHLTH
1025;Non allocation of seats in medical colleges as per EVS reservation policy;DHLTH
1026;Dental Colleges;DHLTH
1027;Training Institutes;DHLTH
1028;Vaccine Institutes;DHLTH
1029;Mental Health Institutes;DHLTH
1030;Pharmacy Institutes;DHLTH
1031;All India Institute of Physical Medicine and Rehabilitation;DHLTH
1032;All India Institute of Speech and Hearing;DHLTH
1033;Nursing Colleges;DHLTH
1034;Allegation of Corruption/ Malpractice;DHLTH
1035;Suggestions;DHLTH
1036;Other;DHLTH
1037;Exorbitant fee;DHLTH
1038;Improper Inspection;DHLTH
1039;Stipend matters;DHLTH
1040;Student migration related;DHLTH
1041;Lack of facilities;DHLTH
1042;Harassment of teachers/ students;DHLTH
1043;Other;DHLTH
1044;National Institute of Public Health Training & Research;DHLTH
1045;Gandhigram Institute of Rural Health & Family Welfare Trust;DHLTH
1046;National Institute of Health & Family Welfare;DHLTH
1047;All India Institute of Hygiene & Public Health;DHLTH
1048;National Academy of Medical Sciences;DHLTH
1049;Public Health Foundation of India;DHLTH
1050;Central Research Institute, Kasauli;DHLTH
1051;BCG Vaccine Laboratory, Guindy, Chennai;DHLTH
1052;Institute of Serology, Kolkata;DHLTH
1053;Pasteur Institute of India, Tamil Nadu;DHLTH
1054;NIMHANS Bangalore;DHLTH
1055;LGBRIMH, Tezpur, Assam;DHLTH
1056;Central Institute of Psychiatry, Ranchi;DHLTH
1057;Inspection of Pharmacy Institutions;DHLTH
1058;Approval of Pharmacy Institutions;DHLTH
1059;Examination of Pharmacy Course(s);DHLTH
1060;Other;DHLTH
1061;Provision of Exit Test in NMC Act,2019;DHLTH
1062;Foreign Medical Graduate Examination conducted by NBE;DHLTH
1063;Fee in Private Medical Colleges;DHLTH
1064;Ban on Cigarettes;DHLTH
1065;Assistance under Umbrella Scheme of Rashtriya Arogya Nidhi;DHLTH
1066;Assistance under Health Minister’s Discretionary Grant;DHLTH
1067;Financial Assistance for Rare Disease;DHLTH
1068;Other;DHLTH
1069;Pradhan Mantri Jan Arogya Yojna;DHLTH
1070;National Health Mission;DHLTH
1071;Employee Health Scheme;DHLTH
1072;Pradhan Mantri Swastha Suraksha Yojna (PMSSY);DHLTH
1073;National Programme for Control of Blindness Visual Impairment (NPCBVI);DHLTH
1074;National Programme for Prevention and Control of Deafness (NPPCD);DHLTH
1075;National Oral Health Programme (NOHP);DHLTH
1076;National Programme for Prevention and Control of Fluorosis (NPPCF);DHLTH
1077;National Vector Borne Disease Control Programme (NVBDCP);DHLTH
1078;NHM-I;DHLTH
1079;NHM-II;DHLTH
1080;NHM-III;DHLTH
1081;NHM-IV;DHLTH
1082;Employee Related;DHLTH
1083;Public Health Facilities Matters;DHLTH
1084;Other;DHLTH
1085;Employee Related;DHLTH
1086;Public Health Facilities Matters;DHLTH
1087;Other;DHLTH
1088;Employee Related;DHLTH
1089;Public Health Facilities Matters;DHLTH
1090;Other;DHLTH
1091;Employee Related;DHLTH
1092;Public Health Facilities Matters;DHLTH
1093;Other;DHLTH
1094;Medical Reimbursement Claims;DHLTH
1095;Other;DHLTH
1096;Relaxation of Rules;DHLTH
1097;Non-passing of bills by applicants/organizations;DHLTH
1098;Delay in settlement of claims;DHLTH
1099;Full reimbursement cases;DHLTH
1100;Other;DHLTH
1101;Issues Related to New AIIMS;DHLTH
1102;Upgradation of existing Government Medical Colleges(GMCs);DHLTH
1103;Procurement of Medical Equipment for PMSSY Projects;DHLTH
1104;Other;DHLTH
1105;Disease Outbreak   ;DHLTH
1106;Vector Borne Diseases (Dengue, Malaria etc.);DHLTH
1107;Non-communicable Diseases;DHLTH
1108;Mental Health;DHLTH
1109;National Aids Control Organisation;DHLTH
1110;Reproductive and Child Health;DHLTH
1111;Community Health System;DHLTH
1112;Other;DHLTH
1113;NIPAH virus outbreak;DHLTH
1114;AES (Chamki Bukhar);DHLTH
1115;Other;DHLTH
1116;Dengue;DHLTH
1117;Malaria;DHLTH
1118;Chikungunya;DHLTH
1119;Kala- Azar (KA);DHLTH
1120;Japanese Encephalitis (JE);DHLTH
1121;Lymphatic Filaria (LF);DHLTH
1122;Other;DHLTH
1123;Information, Education and Communication (IEC) Activities;DHLTH
1124;Termination of jobs due to HlV status;DHLTH
1125;Discrimination in Hospitals;DHLTH
1126;Social Protection Schemes for PLI3 lVs;DHLTH
1127;Employee Related;DHLTH
1128;Care Support & Treatment;DHLTH
1129;HIV Testing and Reporting;DHLTH
1130;Research;DHLTH
1131;Targeted Interventions (TI);DHLTH
1132;Blood;DHLTH
1133;Finance;DHLTH
1134;Other;DHLTH
1135;Financial Assistance to PLHlVs;DHLTH
1136;Issuing ID Card/ Proof for PLHIV;DHLTH
1137;Social protection and Entitlement for PLHIV;DHLTH
1138;Other;DHLTH
1139;Regularization;DHLTH
1140;Remuneration as per 7* pay commission;DHLTH
1141;Death Claim/ Life Insurance;DHLTH
1142;Other;DHLTH
1143;ARV stock related issues;DHLTH
1144;ART side effects;DHLTH
1145;Lack of space and overcrowded  ART centres;DHLTH
1146;Universal Testing of Ante Natal mother;DHLTH
1147;Confidentiality of HIV Testing;DHLTH
1148;Mandatory HIV testing before marriage;DHLTH
1149;Reuse of syringes;DHLTH
1150;Other;DHLTH
1151;Vaccine;DHLTH
1152;Medicine;DHLTH
1153;Financial Aid/ Infrastructure for Research Work;DHLTH
1154;Other;DHLTH
1155;Shortage of Blood;DHLTH
1156;Malpractice in Blood Banks;DHLTH
1157;Licencing issue;DHLTH
1158;Complaint regarding food products;DHLTH
1159;Complaint about recruitment in FSSAI;DHLTH
1160;Suggestions;DHLTH
1161;Other;DHLTH
1162;Issues in Online registration;DHLTH
1163;e-Hospital related;DHLTH
1164;e-Prescription related;DHLTH
1165;MeraAspatal;DHLTH
1166;Mobile Applications related;DHLTH
1167;Electronic Health Records related;DHLTH
1168;Website Related Issues;DHLTH
1169;Suggestions;DHLTH
1170;Other;DHLTH
1171;Allied & Healthcare Professions Bill, 2018;DHLTH
1172;Central Government Health Scheme;DHLTH
1173;Central Services (Medical Attendance) Rules;DHLTH
1174;Directorate General of Health Services;DHLTH
1175;Mental Healthcare Act 2017;DHLTH
1176;Nursing Personnel;DHLTH
1177;Pharmacy Council of India;DHLTH
1178;Pension;DHLTH
1179;Other Retirement Benefits;DHLTH
1180;MACP Related;DHLTH
1181;Allegation of Malpractice;DHLTH
1182;Other;DHLTH
1183;Delay in Pension;DHLTH
1184;Delay in issuance of PPO;DHLTH
1185;Mistake in pension fixation;DHLTH
1186;Mistake in pension revision;DHLTH
1187;Other;DHLTH
1188;Delay in General Provident Fund final payment;DHLTH
1189;Wrong interest calculation on General Provident Fund;DHLTH
1190;Matters related to gratuity;DHLTH
1191;Other;DHLTH
1192;Delay in grant of MACP;DHLTH
1193;Wrong pay fixed under MACP;DHLTH
1194;Other;DHLTH
1199;CBSE/CBSE Affiliated;DOSEL
1200;KVS;DOSEL
1201;NIOS;DOSEL
1202;NVS;DOSEL
1203;State Government Schools;DOSEL
1204;Public/Pvt. Schools;DOSEL
1205;NCERT;DOSEL
1206;Others;DOSEL
1207;CBSE/CBSE Affiliated;DOSEL
1208;KVS;DOSEL
1209;NIOS;DOSEL
1210;NVS;DOSEL
1211;State Government Schools;DOSEL
1212;Public/Pvt. Schools;DOSEL
1213;Others;DOSEL
1214;CBSE/CBSE Affiliated;DOSEL
1215;KVS;DOSEL
1216;NIOS;DOSEL
1217;NVS;DOSEL
1218;State Government Schools;DOSEL
1219;Public/Pvt. Schools;DOSEL
1220;Others;DOSEL
1221;External Affairs;MEAPD
1227;Death Compensation not paid while being employed;MEAPD
1228;Imprisonment due to illegal Stay in foreign country;MEAPD
1229;Transportation of Mortal remains;MEAPD
1230;Seafarers;MEAPD
1231;Whereabouts Unknown;MEAPD
1232;Stuck mid waters;MEAPD
1233;Arrest of sea crews;MEAPD
1234;Normal Fresh/ Re-issue Passport application;MEAPD
1235;Tatkaal  Passport application;MEAPD
1236;Delay in issuance Police Clearance Certificate Application;MEAPD
1237;Postal Issues (Dispatch of Passport);MEAPD
1238;Delay in  Issuance of Surrender Certificate;MEAPD
1239;Value added service delivery issues;MEAPD
1240;On Hold Passport Applications;MEAPD
1241;Appointment Issues;MEAPD
1242;Payment Refund Issues;MEAPD
1243;Demand of extra documents by  PO/PSK/POPSK Staff, where its not required;MEAPD
1244;Policy issues;MEAPD
1245;Deletion of ECR Issues;MEAPD
1246;Change / Correction in personal particulars;MEAPD
1247;Lost/Damaged Passport;MEAPD
1248;Delay in Issuance of passport;MEAPD
1249;Complexity in Issuance of passport;MEAPD
1250;Application  on hold due to lack  of required documents.;MEAPD
1251;Application  on hold at counter B (Verifying Officer Role);MEAPD
1252;Application  on hold at counter C (Granting Role);MEAPD
1253;Police Verification Report pending;MEAPD
1254;Application granted but not printed;MEAPD
1255;Others;MEAPD
1256;Applicant visited late at PSK/POSK on the date of  appointment;MEAPD
1257;Applicant visited PSK/POPSK with SMS but without print out of ARN Sheet;MEAPD
1258;Delay in getting Appointment;MEAPD
1259;Others;MEAPD
1260;Multiple payments done with different  ARN No.;MEAPD
1261;Multiple payments done for same ARN No. with same applicant details, if any;MEAPD
